TYPEID,GROUPID,TYPENAME,VOLUME,MARKETGROUPID,ICONID
20909,86,True Sanshas Gamma XL,1,1007,1139
20911,86,True Sanshas Multifrequency XL,1,1007,1131
20913,85,Shadow Iron Charge L,0.025,991,1327
20915,85,Shadow Tungsten Charge L,0.025,991,1331
20917,85,Shadow Iridium Charge L,0.025,991,1326
20919,85,Shadow Lead Charge L,0.025,991,1328
20921,85,Shadow Thorium Charge L,0.025,991,1330
20923,85,Shadow Uranium Charge L,0.025,991,1332
20925,85,Shadow Plutonium Charge L,0.025,991,1329
20927,85,Shadow Antimatter Charge L,0.025,991,1325
20929,85,Shadow Antimatter Charge XL,0.125,1004,2843
20931,85,Shadow Iridium Charge XL,0.125,1004,2844
20933,85,Shadow Iron Charge XL,0.125,1004,2845
20935,85,Shadow Lead Charge XL,0.125,1004,2846
20937,85,Shadow Plutonium Charge XL,0.125,1004,2847
20939,85,Shadow Thorium Charge XL,0.125,1004,2848
20941,85,Shadow Tungsten Charge XL,0.125,1004,2849
20943,85,Shadow Uranium Charge XL,0.125,1004,2850
20945,85,Guardian Iron Charge S,0.0025,993,1311
20947,85,Guardian Tungsten Charge S,0.0025,993,1315
20949,85,Guardian Iridium Charge S,0.0025,993,1310
20951,85,Guardian Lead Charge S,0.0025,993,1312
20953,85,Guardian Thorium Charge S,0.0025,993,1314
20955,85,Guardian Uranium Charge S,0.0025,993,1316
20957,85,Guardian Plutonium Charge S,0.0025,993,1313
20959,85,Guardian Antimatter Charge S,0.0025,993,1047
20961,85,Guardian Iron Charge M,0.0125,992,1319
20963,85,Guardian Tungsten Charge M,0.0125,992,1323
20965,85,Guardian Iridium Charge M,0.0125,992,1318
20967,85,Guardian Lead Charge M,0.0125,992,1320
20969,85,Guardian Thorium Charge M,0.0125,992,1322
20971,85,Guardian Uranium Charge M,0.0125,992,1324
20973,85,Guardian Plutonium Charge M,0.0125,992,1321
20975,85,Guardian Antimatter Charge M,0.0125,992,1317
20977,85,Guardian Iron Charge L,0.025,991,1327
20979,85,Guardian Tungsten Charge L,0.025,991,1331
20981,85,Guardian Iridium Charge L,0.025,991,1326
20983,85,Guardian Lead Charge L,0.025,991,1328
20985,85,Guardian Thorium Charge L,0.025,991,1330
20987,85,Guardian Uranium Charge L,0.025,991,1332
20989,85,Guardian Plutonium Charge L,0.025,991,1329
20991,85,Guardian Antimatter Charge L,0.025,991,1325
20993,85,Guardian Antimatter Charge XL,0.125,1004,2843
20995,85,Guardian Iridium Charge XL,0.125,1004,2844
20997,85,Guardian Iron Charge XL,0.125,1004,2845
20999,85,Guardian Lead Charge XL,0.125,1004,2846
21001,85,Guardian Plutonium Charge XL,0.125,1004,2847
21003,85,Guardian Thorium Charge XL,0.125,1004,2848
21005,85,Guardian Tungsten Charge XL,0.125,1004,2849
21007,85,Guardian Uranium Charge XL,0.125,1004,2850
21009,873,Capital Propulsion Engine,10000,781,2859
21010,915,Capital Propulsion Engine Blueprint,0.01,796,96
21011,873,Capital Turret Hardpoint,10000,781,2860
21012,915,Capital Turret Hardpoint Blueprint,0.01,796,96
21013,873,Capital Sensor Cluster,10000,781,2861
21014,915,Capital Sensor Cluster Blueprint,0.01,796,96
21017,873,Capital Armor Plates,10000,781,2862
21018,915,Capital Armor Plates Blueprint,0.01,796,96
21019,873,Capital Capacitor Battery,10000,781,2863
21020,915,Capital Capacitor Battery Blueprint,0.01,796,96
21021,873,Capital Power Generator,10000,781,2864
21022,915,Capital Power Generator Blueprint,0.01,796,96
21023,873,Capital Shield Emitter,10000,781,2865
21024,915,Capital Shield Emitter Blueprint,0.01,796,96
21025,873,Capital Jump Drive,10000,781,2866
21026,915,Capital Jump Drive Blueprint,0.01,796,96
21027,873,Capital Cargo Bay,10000,781,2867
21028,915,Capital Cargo Bay Blueprint,0.01,796,96
21029,873,Capital Drone Bay,10000,781,2868
21030,915,Capital Drone Bay Blueprint,0.01,796,96
21035,873,Capital Computer System,10000,781,2869
21036,915,Capital Computer System Blueprint,0.01,796,96
21037,873,Capital Construction Parts,10000,781,2870
21038,915,Capital Construction Parts Blueprint,0.01,796,96
21039,873,Capital Siege Array,10000,781,2871
21040,915,Capital Siege Array Blueprint,0.01,796,96
21041,873,Capital Launcher Hardpoint,10000,781,2872
21042,915,Capital Launcher Hardpoint Blueprint,0.01,796,96
21059,1209,Shield Compensation,0.01,1747,33
21071,256,Rapid Launch,0.01,373,33
21073,530,Sleeper Split Cables,1,1902,2890
21074,735,Talocan Sketch Books,1,1903,2886
21075,530,Talocan Molecule Binder,1,1903,2890
21076,528,Talocan Stasis Inverter,0.1,1903,2889
21077,735,Talocan Info Shards,1,1903,2886
21078,530,Talocan Reflective Sheets,1,1903,2890
21079,528,Talocan Perpetual Clock,0.1,1903,2889
21080,528,Talocan Solid Atomizer,0.1,1903,2889
21081,530,Talocan Mechanical Gears,1,1903,2890
21082,528,Talocan System Interface Unit,0.1,1903,2889
21084,735,Talocan Mathematical Schematics,1,1903,2886
21085,735,Talocan Automation Accounts,1,1903,2886
21086,530,Talocan Partition Plates,1,1903,2890
21087,735,Talocan Intricate Formulas,1,1903,2886
21088,528,Talocan Stasis Deflector,0.1,1903,2889
21089,530,Talocan Ignition Device,1,1903,2890
21096,658,Cynosural Field Generator I,50,1641,1444
21097,31,Goru's Shuttle,5000,1631,
21194,86,Blood Radio S,1,997,1145
21196,86,Blood Microwave S,1,997,1143
21198,86,Blood Infrared S,1,997,1144
21200,86,Blood Standard S,1,997,1142
21202,86,Blood Ultraviolet S,1,997,1141
21204,86,Blood Xray S,1,997,1140
21206,86,Blood Gamma S,1,997,1139
21208,86,Blood Multifrequency S,1,997,1131
21210,86,Blood Microwave M,1,996,1143
21212,86,Blood Infrared M,1,996,1144
21214,86,Blood Standard M,1,996,1142
21216,86,Blood Ultraviolet M,1,996,1141
21218,86,Blood Xray M,1,996,1140
21220,86,Blood Gamma M,1,996,1139
21222,86,Blood Multifrequency M,1,996,1131
21224,86,Blood Radio L,1,995,1145
21226,86,Blood Microwave L,1,995,1143
21228,86,Blood Infrared L,1,995,1144
21230,86,Blood Standard L,1,995,1142
21232,86,Blood Ultraviolet L,1,995,1141
21234,86,Blood Xray L,1,995,1140
21236,86,Blood Gamma L,1,995,1139
21238,86,Blood Multifrequency L,1,995,1131
21240,86,Blood Radio XL,1,1007,1145
21242,86,Blood Microwave XL,1,1007,1143
21244,86,Blood Infrared XL,1,1007,1144
21246,86,Blood Standard XL,1,1007,1142
21248,86,Blood Ultraviolet XL,1,1007,1141
21250,86,Blood Xray XL,1,1007,1140
21252,86,Blood Gamma XL,1,1007,1139
21254,86,Blood Multifrequency XL,1,1007,1131
21256,86,Dark Blood Radio S,1,997,1145
21258,86,Dark Blood Microwave S,1,997,1143
21260,86,Dark Blood Infrared S,1,997,1144
21262,86,Dark Blood Standard S,1,997,1142
21264,86,Dark Blood Ultraviolet S,1,997,1141
21266,86,Dark Blood Xray S,1,997,1140
21268,86,Dark Blood Gamma S,1,997,1139
21270,86,Dark Blood Multifrequency S,1,997,1131
21272,86,Dark Blood Radio M,1,996,1145
21274,86,Dark Blood Microwave M,1,996,1143
21276,86,Dark Blood Infrared M,1,996,1144
21278,86,Dark Blood Standard M,1,996,1142
21280,86,Dark Blood Ultraviolet M,1,996,1141
21282,86,Dark Blood Xray M,1,996,1140
21284,86,Dark Blood Gamma M,1,996,1139
21286,86,Dark Blood Multifrequency M,1,996,1131
21288,86,Dark Blood Radio L,1,995,1145
21290,86,Dark Blood Microwave L,1,995,1143
21292,86,Dark Blood Infrared L,1,995,1144
21294,86,Dark Blood Standard L,1,995,1142
21296,86,Dark Blood Ultraviolet L,1,995,1141
21298,86,Dark Blood Xray L,1,995,1140
21300,86,Dark Blood Gamma L,1,995,1139
21302,86,Dark Blood Multifrequency L,1,995,1131
21304,86,Dark Blood Radio XL,1,1007,1145
21306,86,Dark Blood Microwave XL,1,1007,1143
21308,86,Dark Blood Infrared XL,1,1007,1144
21310,86,Dark Blood Standard XL,1,1007,1142
21312,86,Dark Blood Ultraviolet XL,1,1007,1141
21314,86,Dark Blood Xray XL,1,1007,1140
21316,86,Dark Blood Gamma XL,1,1007,1139
21318,86,Dark Blood Multifrequency XL,1,1007,1131
21320,85,Guristas Iron Charge S,0.0025,993,1311
21322,85,Guristas Tungsten Charge S,0.0025,993,1315
21324,85,Guristas Iridium Charge S,0.0025,993,1310
21326,85,Guristas Lead Charge S,0.0025,993,1312
21328,85,Guristas Thorium Charge S,0.0025,993,1314
21330,85,Guristas Uranium Charge S,0.0025,993,1316
21332,85,Guristas Plutonium Charge S,0.0025,993,1313
21334,85,Guristas Antimatter Charge S,0.0025,993,1047
21336,85,Guristas Iron Charge M,0.0125,992,1319
21338,85,Guristas Tungsten Charge M,0.0125,992,1323
21340,85,Guristas Iridium Charge M,0.0125,992,1318
21342,85,Guristas Lead Charge M,0.0125,992,1320
21344,85,Guristas Thorium Charge M,0.0125,992,1322
21346,85,Guristas Uranium Charge M,0.0125,992,1324
21348,85,Guristas Plutonium Charge M,0.0125,992,1321
21350,85,Guristas Antimatter Charge M,0.0125,992,1317
21352,85,Guristas Iron Charge L,0.025,991,1327
21354,85,Guristas Tungsten Charge L,0.025,991,1331
21356,85,Guristas Iridium Charge L,0.025,991,1326
21358,85,Guristas Lead Charge L,0.025,991,1328
21360,85,Guristas Thorium Charge L,0.025,991,1330
21362,85,Guristas Uranium Charge L,0.025,991,1332
21364,85,Guristas Plutonium Charge L,0.025,991,1329
21366,85,Guristas Antimatter Charge L,0.025,991,1325
21368,85,Guristas Antimatter Charge XL,0.125,1004,2843
21370,85,Guristas Iridium Charge XL,0.125,1004,2844
21372,85,Guristas Iron Charge XL,0.125,1004,2845
21374,85,Guristas Lead Charge XL,0.125,1004,2846
21376,85,Guristas Plutonium Charge XL,0.125,1004,2847
21378,85,Guristas Thorium Charge XL,0.125,1004,2848
21380,85,Guristas Tungsten Charge XL,0.125,1004,2849
21382,85,Guristas Uranium Charge XL,0.125,1004,2850
21384,85,Dread Guristas Iron Charge S,0.0025,993,1311
21386,85,Dread Guristas Tungsten Charge S,0.0025,993,1315
21388,85,Dread Guristas Iridium Charge S,0.0025,993,1310
21390,85,Dread Guristas Lead Charge S,0.0025,993,1312
21392,85,Dread Guristas Thorium Charge S,0.0025,993,1314
21394,85,Dread Guristas Uranium Charge S,0.0025,993,1316
21396,85,Dread Guristas Plutonium Charge S,0.0025,993,1313
21398,85,Dread Guristas Antimatter Charge S,0.0025,993,1047
21400,85,Dread Guristas Iron Charge M,0.0125,992,1319
21402,85,Dread Guristas Tungsten Charge M,0.0125,992,1323
21404,85,Dread Guristas Iridium Charge M,0.0125,992,1318
21406,85,Dread Guristas Lead Charge M,0.0125,992,1320
21408,85,Dread Guristas Thorium Charge M,0.0125,992,1322
21410,85,Dread Guristas Uranium Charge M,0.0125,992,1324
21412,85,Dread Guristas Plutonium Charge M,0.0125,992,1321
21414,85,Dread Guristas Antimatter Charge M,0.0125,992,1317
21416,85,Dread Guristas Iron Charge L,0.025,991,1327
21418,85,Dread Guristas Tungsten Charge L,0.025,991,1331
21420,85,Dread Guristas Iridium Charge L,0.025,991,1326
21422,85,Dread Guristas Lead Charge L,0.025,991,1328
21424,85,Dread Guristas Thorium Charge L,0.025,991,1330
21426,85,Dread Guristas Uranium Charge L,0.025,991,1332
21428,85,Dread Guristas Plutonium Charge L,0.025,991,1329
21430,85,Dread Guristas Antimatter Charge L,0.025,991,1325
21432,85,Dread Guristas Antimatter Charge XL,0.125,1004,2843
21434,85,Dread Guristas Iridium Charge XL,0.125,1004,2844
21436,85,Dread Guristas Iron Charge XL,0.125,1004,2845
21438,85,Dread Guristas Lead Charge XL,0.125,1004,2846
21440,85,Dread Guristas Plutonium Charge XL,0.125,1004,2847
21442,85,Dread Guristas Thorium Charge XL,0.125,1004,2848
21444,85,Dread Guristas Tungsten Charge XL,0.125,1004,2849
21446,85,Dread Guristas Uranium Charge XL,0.125,1004,2850
21450,86,Blood Radio M,1,996,1145
21470,46,1MN Analog Booster Afterburner,5,542,96
21472,46,10MN Analog Booster Afterburner,5,542,96
21474,46,100MN Analog Booster Afterburner,5,542,96
21476,46,5MN Digital Booster Microwarpdrive,10,131,10149
21478,46,50MN Digital Booster Microwarpdrive,10,131,10149
21480,46,500MN Digital Booster Microwarpdrive,10,131,10149
21482,367,Ballistic 'Purge' Targeting System I,5,645,21440
21484,367,'Full Duplex' Ballistic Targeting System,5,645,21440
21486,59,'Kindred' Stabilization Actuator I,5,646,1046
21488,59,Monophonic Stabilization Actuator I,5,646,1046
21491,764,Synthetic Hull Conversion Overdrive Injector,5,1087,98
21493,765,Limited Expanded 'Archiver' Cargo,5,1197,92
21496,78,Synthetic Hull Conversion Reinforced Bulkheads,5,1195,76
21498,762,Synthetic Hull Conversion Inertia Stabilizers,5,1086,1041
21500,763,Synthetic Hull Conversion Nanofiber Structure,5,1196,1042
21504,63,Small 'Integrative' Hull Repair Unit,5,1053,21378
21506,63,Medium 'Integrative' Hull Repair Unit,10,1054,21378
21508,63,Large 'Integrative' Hull Repair Unit,50,1055,21378
21510,52,Process-Interruptive Warp Disruptor,5,1935,111
21512,52,'Delineative' Warp Scrambler,5,1936,3433
21521,203,Gravimetric Firewall,5,720,104
21523,203,Ladar Firewall,5,721,104
21525,203,Magnetometric Firewall,5,723,104
21527,203,Multi Sensor Firewall,20,724,104
21529,203,RADAR Firewall,5,722,104
21532,72,Micro Degenerative Concussion Bomb I,5,380,112
21534,72,Small Degenerative Concussion Bomb I,2.5,382,112
21536,72,Medium Degenerative Concussion Bomb I,10,383,112
21538,72,Large Degenerative Concussion Bomb I,50,381,112
21540,379,'Inception' Target Painter I,5,757,2983
21542,507,N-1 Neon Type Rocket Bay,5,639,1345
21545,55,200mm Light 'Jolt' Autocannon I,5,574,387
21547,55,250mm Light 'Jolt' Artillery I,5,577,389
21549,55,280mm 'Jolt' Artillery I,5,577,389
21551,55,425mm Medium 'Jolt' Autocannon I,10,575,386
21553,55,650mm Medium 'Jolt' Artillery I,10,578,384
21555,55,720mm 'Jolt' Artillery I,10,578,384
21557,55,800mm Heavy 'Jolt' Repeating Cannon I,20,576,381
21559,55,1200mm Heavy 'Jolt' Artillery I,20,579,379
21561,55,1400mm 'Jolt' Artillery I,20,579,379
21568,732,Sleeper Data Interface Protocol,1,1902,2886
21569,732,Sleeper Profound Research Notes,1,1902,2886
21570,732,Sleeper Manuscripts,1,1902,2886
21571,732,Sleeper Technical Schematics,1,1902,2886
21572,732,Sleeper Data Crystals,1,1902,2886
21584,530,Sleeper Micro Circuits,1,1902,2890
21585,530,Sleeper Cryo Batteries,1,1902,2890
21586,530,Sleeper Virtual Energizer,1,1902,2890
21587,530,Electronic Link,0.1,1900,2888
21588,530,Spare Parts,0.1,1900,2888
21589,530,Power Couplings,0.1,1900,2888
21590,530,Armor Blocks,0.1,1900,2888
21591,530,Computer Chips,0.1,1900,2888
21592,530,Electric Conduit,0.1,1898,2888
21593,530,Mechanic Parts,0.1,1898,2888
21594,530,Energy Cells,0.1,1898,2888
21595,530,Construction Alloy,0.1,1898,2888
21596,530,Data Processor,0.1,1898,2888
21603,275,Cynosural Field Theory,0.01,374,33
21604,532,Cynosural Field Generator I Blueprint,0.01,799,21
21606,738,Inherent Implants 'Noble' Hull Upgrades HG-1008,1,1518,2224
21610,275,Jump Fuel Conservation,0.01,374,33
21611,275,Jump Drive Calibration,0.01,374,33
21628,31,Guristas Shuttle,5000,1631,
21638,100,Vespa II,10,838,
21640,100,Valkyrie II,10,838,
21666,255,Capital Hybrid Turret,0.01,364,33
21667,255,Capital Projectile Turret,0.01,364,33
21668,256,Citadel Torpedoes,0.01,373,33
21718,1217,Hacking,0.01,1110,33
21719,528,Sleeper Hyperbooster,0.1,1902,2889
21720,528,Sleeper Thermal Regulator,0.1,1902,2889
21721,528,Sleeper Heat Nullifying Coil,0.1,1902,2889
21722,528,Sleeper Nanite Cluster,0.1,1902,2889
21723,528,Sleeper Reintegration Control,0.1,1902,2889
21724,528,Guristas Heavy Weapon Console,0.1,1900,2887
21725,528,Guristas Medium Weapon Console,0.1,1900,2887
21726,528,Guristas Light Weapon Console,0.1,1900,2887
21727,528,Guristas Gravity Focuser,0.1,1900,2887
21728,528,Guristas Graviton Hardening,0.1,1900,2887
21729,528,Angel Advanced Trigger Mechanism,0.1,1898,2887
21730,528,Angel Standard Trigger Mechanism,0.1,1898,2887
21731,528,Angel Simple Trigger Mechanism,0.1,1898,2887
21732,528,Angel Spatial Analyzer,0.1,1898,2887
21733,528,Angel Dynamic Calibrator,0.1,1898,2887
21740,85,Caldari Navy Antimatter Charge L,0.025,991,1325
21789,270,Sleeper Technology,0.01,375,33
21790,270,Caldari Encryption Methods,0.01,375,33
21791,270,Minmatar Encryption Methods,0.01,375,33
21802,1209,Capital Shield Operation,0.01,1747,33
21803,1210,Capital Repair Systems,0.01,1745,33
21815,886,Elite Drone AI,0.01,1906,2038
21816,43,Tairei's Modified Cap Recharger,5,665,90
21817,43,Raysere's Modified Cap Recharger,5,665,90
21818,43,Ahremen's Modified Cap Recharger,5,665,90
21819,43,Draclira's Modified Cap Recharger,5,665,90
21841,54,Gallente Mining Laser,5,1039,1061
21853,62,Civilian Armor Repairer,5,1049,80
21854,142,Civilian Armor Repairer Blueprint,0.01,1536,80
21855,765,Civilian Expanded Cargohold,5,1197,92
21856,158,Civilian Expanded Cargohold Blueprint,0.01,335,92
21857,46,1MN Civilian Afterburner,5,542,96
21858,126,1MN Civilian Afterburner Blueprint,0.01,1525,96
21867,772,Nova Heavy Assault Missile,0.015,971,3236
21868,166,Nova Heavy Assault Missile Blueprint,0.01,975,186
21888,744,Siege Warfare Mindlink,1,1505,2096
21889,744,Information Warfare Mindlink,1,1505,2096
21890,744,Skirmish Warfare Mindlink,1,1505,2096
21894,83,Republic Fleet EMP L,0.025,987,1302
21896,83,Republic Fleet EMP M,0.0125,988,1294
21898,83,Republic Fleet EMP S,0.0025,989,1286
21900,83,Republic Fleet EMP XL,0.125,1006,2829
21902,83,Republic Fleet Fusion L,0.025,987,1303
21904,83,Republic Fleet Fusion M,0.0125,988,1295
21906,83,Republic Fleet Fusion S,0.0025,989,1287
21908,83,Republic Fleet Fusion XL,0.125,1006,2830
21910,83,Republic Fleet Nuclear L,0.025,987,1304
21912,83,Republic Fleet Nuclear M,0.0125,988,1296
21914,83,Republic Fleet Nuclear S,0.0025,989,1288
21916,83,Republic Fleet Nuclear XL,0.125,1006,2831
21918,83,Republic Fleet Phased Plasma L,0.025,987,1305
21920,83,Republic Fleet Phased Plasma XL,0.125,1006,2832
21922,83,Republic Fleet Phased Plasma M,0.0125,988,1297
21924,83,Republic Fleet Phased Plasma S,0.0025,989,1289
21926,83,Republic Fleet Proton L,0.025,987,1306
21928,83,Republic Fleet Proton M,0.0125,988,1298
21931,83,Republic Fleet Proton S,0.0025,989,1290
21933,83,Republic Fleet Proton XL,0.125,1006,2833
21935,83,Republic Fleet Titanium Sabot L,0.025,987,1307
21937,83,Republic Fleet Titanium Sabot M,0.0125,988,1299
21939,83,Republic Fleet Titanium Sabot S,0.0025,989,1291
21941,83,Republic Fleet Titanium Sabot XL,0.125,1006,2834
21943,535,Amarr Factory Outpost Platform Blueprint,0.01,1912,21
21944,535,Caldari Research Outpost Platform Blueprint,0.01,1912,21
21945,535,Gallente Administrative Outpost Platform Blueprint,0.01,1912,21
21946,535,Minmatar Service Outpost Platform Blueprint,0.01,1912,21
21947,536,Structure Construction Parts,100000,1865,2875
21948,447,Structure Construction Parts Blueprint,0.01,1913,96
21949,536,Structure Hangar Array,100000,1865,2876
21950,447,Structure Hangar Array Blueprint,0.01,1913,96
21951,536,Structure Storage Bay,100000,1865,2877
21952,447,Structure Storage Bay Blueprint,0.01,1913,96
21953,536,Structure Laboratory,100000,1865,2878
21954,447,Structure Laboratory Blueprint,0.01,1913,96
21955,536,Structure Factory,100000,1865,2879
21956,447,Structure Factory Blueprint,0.01,1913,96
21957,536,Structure Repair Facility,100000,1865,2880
21958,447,Structure Repair Facility Blueprint,0.01,1913,96
21959,536,Structure Reprocessing Plant,100000,1865,2881
21960,447,Structure Reprocessing Plant Blueprint,0.01,1913,96
21961,536,Structure Docking Bay,100000,1865,2882
21962,447,Structure Docking Bay Blueprint,0.01,1913,96
21963,536,Structure Market Network,100000,1865,2883
21964,447,Structure Market Network Blueprint,0.01,1913,96
21965,536,Structure Medical Center,100000,1865,2884
21966,447,Structure Medical Center Blueprint,0.01,1913,96
21967,536,Structure Office Center,100000,1865,2874
21968,447,Structure Office Center Blueprint,0.01,1913,96
21969,536,Structure Mission Network,100000,1865,2873
21970,447,Structure Mission Network Blueprint,0.01,1913,96
22043,255,Tactical Weapon Reconfiguration,0.01,364,33
22107,300,Mid-grade Crystal Alpha,1,618,2053
22108,300,Mid-grade Crystal Beta,1,619,2061
22109,300,Mid-grade Crystal Delta,1,621,2062
22110,300,Mid-grade Crystal Epsilon,1,622,2060
22111,300,Mid-grade Crystal Gamma,1,620,2054
22112,300,Mid-grade Crystal Omega,1,1506,2224
22113,300,Mid-grade Halo Alpha,1,618,2053
22114,300,Mid-grade Halo Beta,1,619,2061
22115,300,Mid-grade Halo Delta,1,621,2062
22116,300,Mid-grade Halo Epsilon,1,622,2060
22117,300,Mid-grade Halo Gamma,1,620,2054
22118,300,Mid-grade Halo Omega,1,1506,2224
22119,300,Mid-grade Slave Alpha,1,618,2053
22120,300,Mid-grade Slave Beta,1,619,2061
22121,300,Mid-grade Slave Delta,1,621,2062
22122,300,Mid-grade Slave Epsilon,1,622,2060
22123,300,Mid-grade Slave Gamma,1,620,2054
22124,300,Mid-grade Slave Omega,1,1506,2224
22125,300,Mid-grade Snake Alpha,1,618,2053
22126,300,Mid-grade Snake Beta,1,619,2061
22127,300,Mid-grade Snake Delta,1,621,2062
22128,300,Mid-grade Snake Epsilon,1,622,2060
22129,300,Mid-grade Snake Gamma,1,620,2054
22130,300,Mid-grade Snake Omega,1,1506,2224
22131,300,Mid-grade Talisman Alpha,1,618,2053
22133,300,Mid-grade Talisman Beta,1,619,2061
22134,300,Mid-grade Talisman Delta,1,621,2062
22135,300,Mid-grade Talisman Epsilon,1,622,2060
22136,300,Mid-grade Talisman Gamma,1,620,2054
22137,300,Mid-grade Talisman Omega,1,1506,2224
22175,538,Data Analyzer I,5,1718,2856
22176,917,Data Analyzer I Blueprint,0.01,1809,84
22177,538,Relic Analyzer I,5,1718,2857
22178,917,Relic Analyzer I Blueprint,0.01,1809,84
22227,316,Armored Warfare Link - Rapid Repair I,60,1634,2858
22228,316,Siege Warfare Link - Shield Efficiency I,60,1636,2858
22229,464,Ice Harvester II,5,1038,2526
22242,268,Capital Ship Construction,0.01,369,33
22291,367,Ballistic Control System II,5,645,21440
22299,532,Armored Warfare Link - Damage Control I Blueprint,0.01,799,21
22300,532,Armored Warfare Link - Passive Defense I Blueprint,0.01,799,21
22301,532,Armored Warfare Link - Rapid Repair I Blueprint,0.01,799,21
22302,532,Command Processor I Blueprint,0.01,799,21
22303,532,Information Warfare Link - Electronic Superiority I Blueprint,0.01,799,21
22304,532,Information Warfare Link - Recon Operation I Blueprint,0.01,799,21
22305,532,Information Warfare Link - Sensor Integrity I Blueprint,0.01,799,21
22306,532,Siege Warfare Link - Shield Harmonizing I Blueprint,0.01,799,21
22307,532,Siege Warfare Link - Active Shielding I Blueprint,0.01,799,21
22308,532,Siege Warfare Link - Shield Efficiency I Blueprint,0.01,799,21
22309,532,Skirmish Warfare Link - Evasive Maneuvers I Blueprint,0.01,799,21
22310,532,Skirmish Warfare Link - Interdiction Maneuvers I Blueprint,0.01,799,21
22311,532,Skirmish Warfare Link - Rapid Deployment I Blueprint,0.01,799,21
22428,898,Redeemer,486000,1076,
22430,898,Sin,454500,1078,
22436,898,Widow,468000,1077,
22440,898,Panther,414000,1079,
22442,540,Eos,270000,831,
22443,489,Eos Blueprint,0.01,898,
22444,540,Sleipnir,216000,834,
22445,489,Sleipnir Blueprint,0.01,899,
22446,540,Vulture,252000,828,
22447,489,Vulture Blueprint,0.01,897,
22448,540,Absolution,234000,825,
22449,489,Absolution Blueprint,0.01,896,
22452,541,Heretic,47000,826,
22453,487,Heretic Blueprint,0.01,892,
22456,541,Sabre,43000,835,
22457,487,Sabre Blueprint,0.01,895,
22460,541,Eris,55000,832,
22461,487,Eris Blueprint,0.01,894,
22464,541,Flycatcher,52000,829,
22465,487,Flycatcher Blueprint,0.01,893,
22466,540,Astarte,270000,831,
22467,489,Astarte Blueprint,0.01,898,
22468,540,Claymore,216000,834,
22469,489,Claymore Blueprint,0.01,899,
22470,540,Nighthawk,252000,828,
22471,489,Nighthawk Blueprint,0.01,897,
22474,540,Damnation,234000,825,
22475,489,Damnation Blueprint,0.01,896,
22534,1229,Inherent Implants 'Highwall' Mining MX-1003,1,1767,2224
22535,1229,Inherent Implants 'Highwall' Mining MX-1005,1,1767,2224
22536,258,Mining Foreman,0.01,370,33
22542,546,Mining Laser Upgrade I,5,935,1046
22543,1139,Mining Laser Upgrade I Blueprint,0.01,937,21
22544,543,Hulk,200000,874,
22545,477,Hulk Blueprint,0.01,904,
22546,543,Skiff,100000,874,
22547,477,Skiff Blueprint,0.01,904,
22548,543,Mackinaw,150000,874,
22549,477,Mackinaw Blueprint,0.01,904,
22551,257,Exhumers,0.01,377,33
22552,258,Mining Director,0.01,370,33
22553,316,Mining Foreman Link - Harvester Capacitor Efficiency I,60,1638,2858
22554,532,Mining Foreman Link - Harvester Capacitor Efficiency I Blueprint,0.01,799,21
22555,316,Mining Foreman Link - Mining Laser Field Enhancement I,60,1638,2858
22556,532,Mining Foreman Link - Mining Laser Field Enhancement I Blueprint,0.01,799,21
22557,316,Mining Foreman Link - Laser Optimization I,60,1638,2858
22558,532,Mining Foreman Link - Laser Optimization I Blueprint,0.01,799,21
22559,744,Mining Foreman Mindlink,1,1505,2096
22564,507,True Sansha Rocket Launcher,5,639,1345
22565,509,True Sansha Light Missile Launcher,5,640,168
22566,511,True Sansha Rapid Light Missile Launcher,10,641,1345
22567,510,True Sansha Heavy Missile Launcher,10,642,169
22568,506,True Sansha Cruise Missile Launcher,20,643,2530
22569,508,True Sansha Torpedo Launcher,20,644,170
22570,1229,Inherent Implants 'Yeti' Ice Harvesting IH-1003,1,1767,2224
22571,1229,Inherent Implants 'Yeti' Ice Harvesting IH-1005,1,1767,2224
22572,544,Praetor EV-900,25,843,
22573,1142,Praetor EV-900 Blueprint,0.01,1586,1084
22576,546,Ice Harvester Upgrade I,5,935,1046
22577,1139,Ice Harvester Upgrade I Blueprint,0.01,937,21
22578,1218,Mining Upgrades,0.01,1323,33
22611,546,Elara Restrained Mining Laser Upgrade,5,935,1046
22613,546,'Carpo' Mining Laser Upgrade,5,935,1046
22615,546,'Aoede' Mining Laser Upgrade,5,935,1046
22619,546,Frigoris Restrained Ice Harvester Upgrade,5,935,1046
22621,546,'Anguis' Ice Harvester Upgrade,5,935,1046
22623,546,'Ingenii' Ice Harvester Upgrade,5,935,1046
22634,438,Medium Biochemical Reactor Array,4000,490,
22715,783,Republic Special Ops Field Enhancer - Gamma,1,620,2054
22760,783,Imperial Special Ops Field Enhancer - Standard,1,618,2053
22761,257,Recon Ships,0.01,377,33
22765,640,Heavy Shield Maintenance Bot I,25,842,
22766,1144,Heavy Shield Maintenance Bot I Blueprint,0.01,1030,1084
22778,548,Warp Disrupt Probe,5,1201,1721
22779,486,Warp Disrupt Probe Blueprint,0.01,1529,1007
22782,589,Interdiction Sphere Launcher I,50,1937,2990
22783,136,Interdiction Sphere Launcher I Blueprint,0.01,1940,168
22806,1210,EM Armor Compensation,0.01,1745,33
